repo_id,repo_name,month,cumulative_stars,cumulative_forks,monthly_downloads,new_issues,new_pull_requests,monthly_commits,star_growth_rate
R00666,CXSKS,2025-08,15144,1472,13047,51,8,2,0.1435
R00819,lite-doc-hub,2024-04,6000,1176,35483,30,3,61,0.0122
R00819,lite-doc-hub,2024-05,6536,1916,32012,24,2,51,0.1444
R00819,lite-doc-hub,2024-05,7014,1113,24635,21,1,68,0.1465
R00819,lite-doc-hub,2024-06,7529,1536,13172,22,6,68,0.1265
R00819,lite-doc-hub,2024-07,8176,1891,14406,29,6,63,0.0969
R00819,lite-doc-hub,2024-08,8280,1017,54685,27,4,63,0.0103
R00819,lite-doc-hub,2024-09,9403,529,59590,17,0,59,0.0605
R00819,lite-doc-hub,2024-10,9170,576,14404,26,3,68,-0.0143
R00819,lite-doc-hub,2024-11,10076,1782,56596,27,1,59,0.1105
R00819,lite-doc-hub,2024-12,11088,1112,51665,29,4,68,0.1136
R00819,lite-doc-hub,2025-01,11770,3092,33397,31,5,58,0.0684
R00819,lite-doc-hub,2025-02,11816,1219,62874,17,2,54,0.0078
R00819,lite-doc-hub,2025-03,12168,3360,33982,27,3,64,0.004
R00819,lite-doc-hub,2025-04,13789,1881,22142,21,1,56,-0.0189
R00819,lite-doc-hub,2025-05,14483,1341,71488,28,1,54,0.0946
R00819,lite-doc-hub,2025-06,13752,2536,24414,31,1,50,0.0977
R00819,lite-doc-hub,2025-07,14920,2805,102940,24,1,61,0.0691
R00819,lite-doc-hub,2025-08,14206,3687,111345,22,4,62,0.106
R00829,easy-diff-cpp,2024-04,6000,1573,16890,41,3,28,-0.0028
R00829,easy-diff-cpp,2024-05,6510,876,10232,56,3,35,0.0638
R00829,easy-diff-cpp,2024-05,7166,1970,22379,52,1,25,0.0051
R00829,easy-diff-cpp,2024-06,7550,674,37618,48,1,28,0.1165
R00829,easy-diff-cpp,2024-07,8145,711,38384,43,4,26,0.0124
R00829,easy-diff-cpp,2024-08,8501,714,23279,42,7,41,0.135
R00829,easy-diff-cpp,2024-09,9209,1151,44064,37,3,25,0.1304
R00829,easy-diff-cpp,2024-10,9197,948,43300,54,2,38,0.1417
R00829,easy-diff-cpp,2024-11,10171,856,44905,53,1,36,0.0732
R00829,easy-diff-cpp,2024-12,10195,2078,64650,41,5,26,0.097
R00829,easy-diff-cpp,2025-01,11334,3048,41011,41,3,36,-0.0138
R00829,easy-diff-cpp,2025-02,11816,1226,14977,42,1,38,0.0948
R00829,easy-diff-cpp,2025-03,12150,1025,45503,57,1,49,0.0332
R00829,easy-diff-cpp,2025-04,12459,3411,27225,47,1,37,0.0745
R00829,easy-diff-cpp,2025-05,14398,3992,48836,43,3,33,0.0219
R00829,easy-diff-cpp,2025-06,13797,4014,60958,62,3,32,0.0861
R00829,easy-diff-cpp,2025-07,14498,802,27538,54,2,34,0.145
R00829,easy-diff-cpp,2025-08,15796,1794,49760,55,4,28,0.0786
R00859,quant-core,2024-04,6000,916,61204,9,8,46,0.0357
R00859,quant-core,2024-05,6589,1753,29760,7,4,40,0.0909
R00859,quant-core,2024-05,7203,899,84785,14,14,38,0.1111
R00859,quant-core,2024-06,7768,2161,52837,6,4,44,0.1484
R00859,quant-core,2024-07,8147,1724,106785,5,10,45,-0.0178
R00859,quant-core,2024-08,8404,1306,93771,8,3,47,0.1125
R00859,quant-core,2024-09,9530,1404,80654,11,5,47,0.0962
R00859,quant-core,2024-10,9366,2440,58557,7,4,46,0.0364
R00859,quant-core,2024-11,10737,587,123554,5,7,50,0.0434
R00859,quant-core,2024-12,11410,2977,138062,10,7,43,0.049
R00859,quant-core,2025-01,11024,2955,157780,10,7,54,0.0918
R00859,quant-core,2025-02,11259,2093,172073,7,8,46,0.0828
R00859,quant-core,2025-03,12288,3368,85021,9,10,41,0.0908
R00859,quant-core,2025-04,13203,2288,164241,10,8,47,0.0145
R00859,quant-core,2025-05,14376,2613,57517,10,4,53,-0.0153
R00859,quant-core,2025-06,14002,1036,208493,8,11,48,0.0255
R00859,quant-core,2025-07,15465,4042,116884,4,4,53,0.073
R00859,quant-core,2025-08,15737,4524,176715,11,8,50,0.0548
R00872,JDK,2024-04,6000,772,15333,15,3,130,0.0824
R00872,JDK,2024-05,6585,1543,15519,16,1,128,0.1
R00872,JDK,2024-05,7202,2003,8386,8,2,142,0.1073
R00872,JDK,2024-06,7375,834,32629,11,10,136,0.0539
R00872,JDK,2024-07,7933,472,27253,6,3,137,0.0201
R00872,JDK,2024-08,8675,2501,18861,11,9,116,0.0071
R00872,JDK,2024-09,9249,1955,29241,3,3,136,0.0098
R00872,JDK,2024-10,10171,2544,19357,9,3,129,0.0414
R00872,JDK,2024-11,9929,726,34764,10,6,121,0.0905
R00872,JDK,2024-12,10704,2052,30322,9,4,124,0.0861
R00872,JDK,2025-01,11769,2482,20058,10,2,124,0.1365
R00872,JDK,2025-02,11670,3176,22761,6,5,121,0.0987
R00872,JDK,2025-03,11427,1233,45617,8,2,121,0.1045
R00872,JDK,2025-04,13213,2230,16906,7,3,143,0.004
R00872,JDK,2025-05,13072,2740,43629,6,6,108,0.0733
R00872,JDK,2025-06,13015,1836,26191,5,8,133,0.0105
R00872,JDK,2025-07,13767,1655,16578,12,3,123,0.0259
R00872,JDK,2025-08,15955,1506,40923,17,3,117,0.0359
R00950,SSBMQ,2024-04,6000,1449,35552,26,8,202,0.064
R00950,SSBMQ,2024-05,6542,527,45218,35,9,223,0.0971
R00950,SSBMQ,2024-05,7051,2075,25647,36,6,201,0.1062
R00950,SSBMQ,2024-06,7454,583,43045,36,13,234,0.0909
R00950,SSBMQ,2024-07,8334,1014,46326,34,8,210,0.1357
R00950,SSBMQ,2024-08,8437,982,26555,30,5,227,0.1106
R00950,SSBMQ,2024-09,8770,2109,17916,24,7,225,0.122
R00950,SSBMQ,2024-10,9671,1264,42894,36,4,227,0.066
R00950,SSBMQ,2024-11,9692,1063,70830,41,4,222,-0.018
R00950,SSBMQ,2024-12,10208,2294,22932,40,5,221,0.1014
R00950,SSBMQ,2025-01,11497,2446,80602,35,8,209,-0.0047
R00950,SSBMQ,2025-02,11752,3506,78739,33,6,215,0.0983
R00950,SSBMQ,2025-03,12439,676,85133,27,6,223,0.148
R00950,SSBMQ,2025-04,13812,3229,109677,24,7,214,0.0795
R00950,SSBMQ,2025-05,14016,2023,38573,38,9,223,0.0626
R00950,SSBMQ,2025-06,14695,2837,37561,33,10,203,0.0291
R00950,SSBMQ,2025-07,15280,1856,121745,42,8,217,0.0972
R00950,SSBMQ,2025-08,15404,4226,75580,36,9,211,-0.0064
R00991,MXPD,2024-04,6000,775,19272,34,7,23,0.1206
R00991,MXPD,2024-05,6473,1026,53131,36,5,25,0.1209
R00991,MXPD,2024-05,7034,1979,61895,41,4,31,0.1079
R00991,MXPD,2024-06,7539,661,38683,30,5,19,-0.0032
R00991,MXPD,2024-07,8185,1446,43957,25,4,21,0.0953
R00991,MXPD,2024-08,8708,2084,63237,43,7,31,0.1404
R00991,MXPD,2024-09,9050,1956,40813,38,6,35,0.0976
R00991,MXPD,2024-10,9878,755,84330,44,11,29,0.1147
R00991,MXPD,2024-11,9804,1424,55886,32,4,25,0.0747
R00991,MXPD,2024-12,10923,2909,88471,32,4,27,0.1166
R00991,MXPD,2025-01,11410,2318,62358,31,8,30,-0.009
R00991,MXPD,2025-02,12215,2566,105574,36,3,23,0.1404
R00991,MXPD,2025-03,12933,3672,121038,35,7,35,0.1453
R00991,MXPD,2025-04,11867,3398,81135,40,5,20,0.0164
R00991,MXPD,2025-05,13783,3659,95971,28,6,25,0.0615
R00991,MXPD,2025-06,13257,2851,64911,39,6,23,0.1009
R00991,MXPD,2025-07,14133,1037,123958,39,5,41,0.0548
R00991,MXPD,2025-08,15584,3991,101351,44,8,32,0.1013
R01014,LMA,2024-04,6000,963,20122,48,11,533,-0.0168
R01014,LMA,2024-05,6564,1597,20482,41,11,504,0.0671
R01014,LMA,2024-05,7083,787,27287,37,9,547,0.0892
R01014,LMA,2024-06,7639,1498,19770,30,10,511,-0.005
R01014,LMA,2024-07,8221,1281,10398,39,10,558,0.0514
R01014,LMA,2024-08,9011,1168,26765,33,9,522,0.0845
R01014,LMA,2024-09,8947,1292,22248,44,11,498,0.1096
R01014,LMA,2024-10,9663,1292,39857,29,12,559,0.0313
R01014,LMA,2024-11,10049,1485,10268,46,12,541,0.1033
R01014,LMA,2024-12,10482,2477,23015,46,8,535,0.0158
R01014,LMA,2025-01,10729,1351,30084,37,12,564,0.0867
R01014,LMA,2025-02,12018,1446,28596,34,10,491,0.0517
R01014,LMA,2025-03,11650,964,40776,26,11,537,0.1476
R01014,LMA,2025-04,12134,783,25006,33,8,489,0.0846
R01014,LMA,2025-05,14460,2740,39030,37,8,484,-0.0048
R01014,LMA,2025-06,14574,4077,61554,27,5,538,0.1282
R01014,LMA,2025-07,15237,1815,47788,35,12,532,0.0966
R01014,LMA,2025-08,15132,3016,14174,32,8,492,0.0155
R01198,rapid-lab,2024-04,6000,1678,23596,24,8,87,-0.0161
R01198,rapid-lab,2024-05,6580,1300,35191,22,2,64,0.0068
R01198,rapid-lab,2024-05,7052,852,62893,28,6,90,-0.0054
R01198,rapid-lab,2024-06,7607,2109,14211,21,10,67,0.0163
R01198,rapid-lab,2024-07,8314,872,15661,27,6,84,0.0392
R01198,rapid-lab,2024-08,8527,706,54880,28,4,78,0.0046
R01198,rapid-lab,2024-09,8944,1020,58199,24,9,69,0.0038
R01198,rapid-lab,2024-10,9210,1386,22819,30,10,82,0.009
R01198,rapid-lab,2024-11,9632,1107,92671,26,5,83,0.0875
R01198,rapid-lab,2024-12,11368,2025,91754,18,5,72,0.0037
R01198,rapid-lab,2025-01,11315,3352,100413,24,6,70,0.0629
R01198,rapid-lab,2025-02,11061,1186,77850,18,7,75,0.1201
R01198,rapid-lab,2025-03,13041,859,84264,28,6,76,0.0016
R01198,rapid-lab,2025-04,13117,3312,103891,22,7,81,0.024
R01198,rapid-lab,2025-05,14187,3556,38043,29,7,81,0.036
R01198,rapid-lab,2025-06,13576,2089,71131,28,7,66,0.1489
R01198,rapid-lab,2025-07,14306,2591,111562,27,14,75,-0.001
R01198,rapid-lab,2025-08,15798,3018,128485,21,8,81,0.0035
R00800,dyna-doc,2024-04,5880,1135,117658,51,8,390,0.0804
R00800,dyna-doc,2024-05,6365,1664,143259,43,16,407,0.1358
R00800,dyna-doc,2024-05,6967,419,34055,46,12,405,0.036
R00800,dyna-doc,2024-06,7207,2081,54789,48,7,424,0.0603
R00800,dyna-doc,2024-07,8209,1250,116979,57,9,383,0.0836
R00800,dyna-doc,2024-08,8177,1697,188967,49,7,426,0.0852
R00800,dyna-doc,2024-09,9055,2259,101303,51,10,455,0.017
R00800,dyna-doc,2024-10,9493,1428,166901,46,11,419,0.0733
R00800,dyna-doc,2024-11,9714,2342,68261,46,10,405,0.0389
R00800,dyna-doc,2024-12,11241,1566,187983,63,13,416,-0.0114
R00800,dyna-doc,2025-01,11667,2293,248986,43,12,423,0.0675
R00800,dyna-doc,2025-02,11205,2130,235966,41,14,464,0.011
R00800,dyna-doc,2025-03,11373,2108,156984,46,13,391,0.1418
R00800,dyna-doc,2025-04,13592,3698,278357,46,12,440,0.0615
R00800,dyna-doc,2025-05,13464,2173,194057,53,9,400,0.0269
R00800,dyna-doc,2025-06,12501,2406,183481,64,8,394,0.1165
R00800,dyna-doc,2025-07,13783,2991,227228,64,16,409,0.0994
R00800,dyna-doc,2025-08,15171,2836,296128,56,10,392,0.0993
R01012,lite-text,2024-04,5676,1290,10725,41,5,81,0.035
R01012,lite-text,2024-05,6199,1755,8067,39,1,96,0.0674
R01012,lite-text,2024-05,6534,499,19839,30,3,76,0.1026
R01012,lite-text,2024-06,7316,2176,28940,39,4,93,0.0647
R01012,lite-text,2024-07,7896,565,21671,47,1,85,0.113
R01012,lite-text,2024-08,7974,654,22334,31,2,110,0.0353
R01012,lite-text,2024-09,8842,541,10915,27,4,74,0.1413
R01012,lite-text,2024-10,9036,2110,21031,34,2,83,0.0428
R01012,lite-text,2024-11,9521,2446,20937,33,1,81,0.0216
R01012,lite-text,2024-12,10391,1272,33856,38,1,65,0.0944
R01012,lite-text,2025-01,10181,2075,51472,27,1,70,0.0444
R01012,lite-text,2025-02,10596,1836,14157,39,3,81,0.105
R01012,lite-text,2025-03,11142,2275,24517,41,4,86,0.1209
R01012,lite-text,2025-04,12248,821,39617,35,4,75,0.0494
R01012,lite-text,2025-05,13239,1075,22433,39,2,60,0.0781
R01012,lite-text,2025-06,14007,1611,15067,42,1,74,0.0902
R01012,lite-text,2025-07,14812,3251,68316,37,1,90,0.034
R01012,lite-text,2025-08,14626,1950,47366,34,2,93,0.0127
R01015,easy-infer-stack,2024-04,5662,654,43986,52,5,0,0.0158
R01015,easy-infer-stack,2024-05,6095,1171,53257,43,7,3,-0.0126
R01015,easy-infer-stack,2024-05,6719,1922,67299,59,6,2,0.1284
R01015,easy-infer-stack,2024-06,7075,1822,41908,58,11,1,0.0457
R01015,easy-infer-stack,2024-07,7910,1123,91329,49,5,1,0.0861
R01015,easy-infer-stack,2024-08,8074,1841,104553,48,4,5,-0.0128
R01015,easy-infer-stack,2024-09,8568,1546,69501,42,3,1,0.1292
R01015,easy-infer-stack,2024-10,9639,1112,53722,48,6,5,0.1087
R01015,easy-infer-stack,2024-11,9999,1833,81276,47,4,2,0.1205
R01015,easy-infer-stack,2024-12,10166,2696,119808,60,5,2,0.1288
R01015,easy-infer-stack,2025-01,10116,1514,61753,48,4,5,-0.0195
R01015,easy-infer-stack,2025-02,11504,2200,144985,47,6,3,0.1038
R01015,easy-infer-stack,2025-03,12459,2178,75432,54,4,4,0.0946
R01015,easy-infer-stack,2025-04,12656,1678,55774,51,8,4,0.1337
R01015,easy-infer-stack,2025-05,13573,2690,61525,58,6,2,0.0967
R01015,easy-infer-stack,2025-06,12705,2438,127449,49,5,3,0.0168
R01015,easy-infer-stack,2025-07,12695,1106,63912,44,2,5,0.1189
R01015,easy-infer-stack,2025-08,13291,1747,118277,53,6,1,0.063
R00470,deep-opt,2024-04,5556,917,21628,18,5,40,0.0799
R00470,deep-opt,2024-05,6083,804,47461,27,6,38,0.03
R00470,deep-opt,2024-05,6426,797,60189,24,5,36,0.1331
R00470,deep-opt,2024-06,7226,1689,75999,16,10,32,0.0777
R00470,deep-opt,2024-07,7460,1290,67633,15,5,28,0.0097
R00470,deep-opt,2024-08,8256,2299,59509,24,5,43,-0.0168
R00470,deep-opt,2024-09,8487,1375,30421,13,3,41,-0.0171
R00470,deep-opt,2024-10,8971,911,94155,20,6,35,0.1203
R00470,deep-opt,2024-11,9266,2313,103579,17,6,47,0.0423
R00470,deep-opt,2024-12,9551,2090,38929,18,5,29,0.0591
R00470,deep-opt,2025-01,10666,536,120304,22,8,38,0.0089
R00470,deep-opt,2025-02,11540,2168,152291,18,6,38,-0.0195
R00470,deep-opt,2025-03,11591,2334,138087,25,3,45,0.0509
R00470,deep-opt,2025-04,11468,911,160204,25,3,40,-0.0179
R00470,deep-opt,2025-05,11604,1490,139936,16,3,47,0.1288
R00470,deep-opt,2025-06,12037,1972,76206,24,2,28,0.0317
R00470,deep-opt,2025-07,13164,1990,169325,14,7,40,0.0241
R00470,deep-opt,2025-08,14900,1893,163654,17,4,39,0.1181
R01194,quick-prune-x,2024-04,5536,1181,53907,19,10,68,-0.0154
R01194,quick-prune-x,2024-05,6050,1333,70596,21,8,61,0.0845
R01194,quick-prune-x,2024-05,6434,1164,85842,12,3,60,0.0946
R01194,quick-prune-x,2024-06,7000,719,59413,17,4,65,0.0915
R01194,quick-prune-x,2024-07,7264,901,61549,17,12,66,-0.0159
R01194,quick-prune-x,2024-08,7706,2014,115813,15,6,58,-0.0043
R01194,quick-prune-x,2024-09,8813,661,109765,14,8,63,0.0048
R01194,quick-prune-x,2024-10,8779,1251,135172,21,10,74,0.0873
R01194,quick-prune-x,2024-11,9951,1965,70706,12,5,63,0.0137
R01194,quick-prune-x,2024-12,9533,788,131604,18,9,56,0.0651
R01194,quick-prune-x,2025-01,10683,3007,136277,18,9,67,0.0427
R01194,quick-prune-x,2025-02,10989,1696,74366,18,7,84,0.1149
R01194,quick-prune-x,2025-03,10991,2959,62384,12,5,75,0.0899
R01194,quick-prune-x,2025-04,11009,1560,96425,11,5,68,0.1139
R01194,quick-prune-x,2025-05,12385,2130,120389,15,1,67,0.1124
R01194,quick-prune-x,2025-06,12365,920,99609,14,5,56,0.1168
R01194,quick-prune-x,2025-07,14436,746,142044,13,6,61,0.098
R01194,quick-prune-x,2025-08,13544,2492,172476,12,6,74,0.0655
R00360,llmstudio,2024-04,5433,1047,5912,24,7,29,0.0698
R00360,llmstudio,2024-05,5934,397,10110,24,7,14,-0.0147
R00360,llmstudio,2024-05,6429,830,10687,12,6,27,0.1332
R00360,llmstudio,2024-06,6802,354,9102,24,3,22,-0.0136
R00360,llmstudio,2024-07,7399,375,6645,23,4,19,0.1338
R00360,llmstudio,2024-08,7536,1228,8742,27,6,18,0.1491
R00360,llmstudio,2024-09,8654,1806,17080,33,7,27,0.0327
R00360,llmstudio,2024-10,9008,890,10526,28,7,19,0.075
R00360,llmstudio,2024-11,9323,1656,20328,33,4,17,0.0453
R00360,llmstudio,2024-12,9321,2534,20300,30,2,17,0.1477
R00360,llmstudio,2025-01,10681,2482,16009,25,6,21,0.1
R00360,llmstudio,2025-02,10519,3094,18516,28,6,18,0.0738
R00360,llmstudio,2025-03,11167,3313,11286,24,5,24,0.1272
R00360,llmstudio,2025-04,11463,2598,21791,30,8,25,-0.0054
R00360,llmstudio,2025-05,11756,1978,22910,27,4,21,0.144
R00360,llmstudio,2025-06,13699,3948,23480,27,11,17,0.0105
R00360,llmstudio,2025-07,12870,1584,10585,24,5,20,0.07
R00360,llmstudio,2025-08,14723,4066,22614,22,7,25,0.0044
R00532,trainai,2024-04,5405,1177,28907,34,3,81,0.1472
R00532,trainai,2024-05,5928,409,31984,29,0,77,0.0068
R00532,trainai,2024-05,6413,1636,41589,30,1,86,-0.0037
R00532,trainai,2024-06,6791,1942,55279,31,2,71,0.0788
R00532,trainai,2024-07,7193,1760,53215,31,4,90,0.0625
R00532,trainai,2024-08,7958,1618,18483,20,3,92,0.0011
R00532,trainai,2024-09,8395,2437,26644,40,1,94,0.1026
R00532,trainai,2024-10,9052,1637,33036,24,2,82,0.0612
R00532,trainai,2024-11,9788,2292,75378,23,2,76,0.0845
R00532,trainai,2024-12,9349,1587,21866,34,2,96,0.0786
R00532,trainai,2025-01,10357,761,84918,36,4,67,0.0441
R00532,trainai,2025-02,10183,2795,80613,28,5,94,0.067
R00532,trainai,2025-03,11246,2890,84408,38,3,90,-0.0173
R00532,trainai,2025-04,11069,1202,51443,27,5,83,0.1056
R00532,trainai,2025-05,12234,1054,98341,28,2,74,0.0068
R00532,trainai,2025-06,12809,2557,81539,34,3,74,0.0627
R00532,trainai,2025-07,13626,2131,38388,39,1,87,0.0882
R00532,trainai,2025-08,14342,2461,129324,37,6,82,-0.0169
R00552,dyna-train,2024-04,5291,1264,11058,18,9,843,-0.0149
R00552,dyna-train,2024-05,5779,1204,13749,12,11,875,-0.0081
R00552,dyna-train,2024-05,6105,1161,38578,24,8,910,0.1057
R00552,dyna-train,2024-06,6780,473,41776,17,10,844,0.0106
R00552,dyna-train,2024-07,6895,922,20262,21,2,890,0.1476
R00552,dyna-train,2024-08,7522,480,18864,23,5,913,0.0725
R00552,dyna-train,2024-09,7835,1636,13348,8,4,910,0.098
R00552,dyna-train,2024-10,8838,2320,18684,20,7,871,0.0905
R00552,dyna-train,2024-11,9292,1908,32987,17,8,901,0.1119
R00552,dyna-train,2024-12,10050,2801,65415,13,6,899,0.0626
R00552,dyna-train,2025-01,10574,2266,31394,12,7,933,0.0898
R00552,dyna-train,2025-02,10421,2890,57811,15,6,979,0.081
R00552,dyna-train,2025-03,11596,3332,70568,22,11,866,0.0797
R00552,dyna-train,2025-04,11064,1371,40330,17,6,931,0.0249
R00552,dyna-train,2025-05,12667,2715,25745,12,7,943,-0.0076
R00552,dyna-train,2025-06,12258,2203,87252,16,5,864,0.1197
R00552,dyna-train,2025-07,11782,899,26176,18,12,909,0.0243
R00552,dyna-train,2025-08,14200,2022,84014,15,4,873,0.05
R00357,open-infer-core,2024-04,5243,1529,82032,9,3,12,0.0903
R00357,open-infer-core,2024-05,5759,1419,36583,6,7,13,0.0458
R00357,open-infer-core,2024-05,6057,898,59439,11,5,9,-0.0028
R00357,open-infer-core,2024-06,6808,1825,88967,3,2,13,0.0819
R00357,open-infer-core,2024-07,6962,792,183125,2,8,7,0.0491
R00357,open-infer-core,2024-08,7579,1300,181044,4,5,14,0.0451
R00357,open-infer-core,2024-09,8261,1780,139817,7,6,13,0.0815
R00357,open-infer-core,2024-10,8341,1321,144413,8,3,12,0.0248
R00357,open-infer-core,2024-11,9446,1035,86723,8,4,17,0.0449
R00357,open-infer-core,2024-12,8820,2263,143197,11,1,18,0.0653
R00357,open-infer-core,2025-01,9459,1175,240030,12,4,16,0.1438
R00357,open-infer-core,2025-02,9955,703,314722,8,5,13,0.0337
R00357,open-infer-core,2025-03,11247,734,254631,9,4,8,0.1266
R00357,open-infer-core,2025-04,11590,2951,153775,9,2,16,0.1176
R00357,open-infer-core,2025-05,10827,3054,181047,7,7,20,0.1408
R00357,open-infer-core,2025-06,12971,3862,203761,7,7,13,0.0866
R00357,open-infer-core,2025-07,13742,2748,399351,9,5,9,0.0194
R00357,open-infer-core,2025-08,13694,2445,165386,3,1,11,0.0864
R01116,next-audio-base11,2024-04,5160,725,46265,31,2,21,-0.0122
R01116,next-audio-base11,2024-05,5615,1584,20798,42,2,28,0.019
R01116,next-audio-base11,2024-05,6161,1440,44091,44,3,27,0.1034
R01116,next-audio-base11,2024-06,6345,579,39824,47,4,19,0.0417
R01116,next-audio-base11,2024-07,7097,411,109897,52,1,32,0.0559
R01116,next-audio-base11,2024-08,7124,427,128499,46,7,24,0.1334
R01116,next-audio-base11,2024-09,8294,1556,68734,34,5,23,0.0712
R01116,next-audio-base11,2024-10,8640,2275,85636,37,8,22,0.0315
R01116,next-audio-base11,2024-11,8443,2254,88000,31,2,35,0.097
R01116,next-audio-base11,2024-12,9275,1218,74352,40,1,26,-0.0128
R01116,next-audio-base11,2025-01,9651,2282,168479,41,5,35,0.0892
R01116,next-audio-base11,2025-02,10595,834,120219,55,3,20,0.0824
R01116,next-audio-base11,2025-03,10489,1528,81019,36,4,21,0.041
R01116,next-audio-base11,2025-04,11898,2647,189981,32,0,38,0.0581
R01116,next-audio-base11,2025-05,11331,2635,100500,38,3,30,0.1353
R01116,next-audio-base11,2025-06,12283,2347,60070,44,4,24,-0.0045
R01116,next-audio-base11,2025-07,11542,2546,83638,50,2,26,0.1254
R01116,next-audio-base11,2025-08,12564,1202,93677,40,1,31,0.0088
R01195,TBAP,2024-04,5111,595,4782,28,4,10,0.0473
R01195,TBAP,2024-05,5522,798,6288,38,6,13,0.0156
R01195,TBAP,2024-05,6116,396,2687,32,5,9,0.0659
R01195,TBAP,2024-06,6505,1657,7008,36,5,9,0.0398
R01195,TBAP,2024-07,6993,1897,5423,37,5,14,0.102
R01195,TBAP,2024-08,7399,1400,7262,41,4,5,0.0937
R01195,TBAP,2024-09,7889,1529,2803,32,3,11,0.0479
R01195,TBAP,2024-10,8006,843,3069,37,4,9,0.1483
R01195,TBAP,2024-11,8886,2626,6495,32,2,6,0.0801
R01195,TBAP,2024-12,8709,900,9081,31,4,10,0.1324
R01195,TBAP,2025-01,9514,1881,3540,28,7,7,0.0228
R01195,TBAP,2025-02,10076,1264,7913,34,5,3,0.1341
R01195,TBAP,2025-03,9996,1485,10583,40,3,8,0.1439
R01195,TBAP,2025-04,10118,2229,13038,33,3,3,0.0516
R01195,TBAP,2025-05,10815,2854,12074,35,4,9,-0.0035
R01195,TBAP,2025-06,11352,1315,6243,29,5,11,0.1093
R01195,TBAP,2025-07,12265,936,6505,37,4,8,0.0954
R01195,TBAP,2025-08,12775,3618,6332,32,5,7,-0.0077
R00337,pipe-flow,2024-04,4951,773,647,14,6,126,0.1091
R00337,pipe-flow,2024-05,5340,308,880,15,8,148,0.0086
R00337,pipe-flow,2024-05,5793,1057,361,20,10,136,0.024
R00337,pipe-flow,2024-06,6258,1801,827,25,7,173,0.0911
R00337,pipe-flow,2024-07,6508,1666,981,15,7,147,0.092
R00337,pipe-flow,2024-08,7164,2124,1523,22,7,150,-0.005
R00337,pipe-flow,2024-09,7667,2058,1361,19,8,107,-0.0096
R00337,pipe-flow,2024-10,8010,456,1109,28,5,147,0.0768
R00337,pipe-flow,2024-11,8205,1241,565,11,5,151,0.0892
R00337,pipe-flow,2024-12,8631,739,1604,18,6,148,0.026
R00337,pipe-flow,2025-01,8824,534,1994,11,5,138,0.0159
R00337,pipe-flow,2025-02,9564,2298,1920,18,9,131,0.0514
R00337,pipe-flow,2025-03,10378,2565,2154,19,8,133,0.0176
R00337,pipe-flow,2025-04,10115,2685,1845,17,6,137,0.0102
R00337,pipe-flow,2025-05,10394,2849,708,12,10,146,0.0668
R00337,pipe-flow,2025-06,11725,1060,760,15,6,141,0.0524
R00337,pipe-flow,2025-07,11979,612,687,12,7,146,0.1086
R00337,pipe-flow,2025-08,13294,2133,1250,18,1,110,0.1028
R00354,nano-prompt,2024-04,4933,337,9684,25,4,689,0.0974
R00354,nano-prompt,2024-05,5421,490,12673,13,2,673,0.0113
R00354,nano-prompt,2024-05,5807,1170,9496,16,3,672,0.1117
R00354,nano-prompt,2024-06,6165,482,11251,14,1,681,0.1157
R00354,nano-prompt,2024-07,6898,352,7557,17,7,686,0.0493
R00354,nano-prompt,2024-08,7196,1600,17502,19,8,694,0.138
R00354,nano-prompt,2024-09,7636,790,17701,15,1,703,0.1069
R00354,nano-prompt,2024-10,8040,1254,23687,18,1,718,0.0712
R00354,nano-prompt,2024-11,8832,1515,16866,16,4,617,0.0477
R00354,nano-prompt,2024-12,8373,1568,18256,19,3,661,0.0762
R00354,nano-prompt,2025-01,9395,963,20359,21,9,673,0.029
R00354,nano-prompt,2025-02,10436,741,19972,18,6,652,0.0046
R00354,nano-prompt,2025-03,9535,1192,32060,11,4,693,0.068
R00354,nano-prompt,2025-04,10385,2589,15985,14,7,671,0.1041
R00354,nano-prompt,2025-05,10560,1494,10021,13,6,729,0.1394
R00354,nano-prompt,2025-06,12035,3245,13329,15,3,703,0.1099
R00354,nano-prompt,2025-07,12575,2501,34897,19,5,647,0.1026
R00354,nano-prompt,2025-08,12277,2940,23513,18,6,689,0.0092
R01061,rl-kit,2024-04,4894,300,59304,10,5,80,0.1329
R01061,rl-kit,2024-05,5380,337,38658,20,3,77,0.1257
R01061,rl-kit,2024-05,5658,420,96099,17,8,86,0.0079
R01061,rl-kit,2024-06,6015,1605,144181,17,5,104,0.1444
R01061,rl-kit,2024-07,6815,1336,120445,14,4,70,0.0194
R01061,rl-kit,2024-08,7005,1757,129519,26,5,90,0.1265
R01061,rl-kit,2024-09,7429,467,190742,25,4,89,0.009
R01061,rl-kit,2024-10,7832,1087,147734,10,4,97,0.0396
R01061,rl-kit,2024-11,8738,1983,265002,18,6,86,0.0711
R01061,rl-kit,2024-12,8480,1383,256401,21,7,82,0.1125
R01061,rl-kit,2025-01,9845,1178,344249,19,11,87,0.0634
R01061,rl-kit,2025-02,9585,2486,176916,15,3,86,0.0016
R01061,rl-kit,2025-03,10639,2782,195589,14,1,87,0.1418
R01061,rl-kit,2025-04,10263,1636,316149,9,0,75,0.1305
R01061,rl-kit,2025-05,11178,2414,127063,18,5,82,0.1052
R01061,rl-kit,2025-06,11770,3262,330839,13,3,75,0.1109
R01061,rl-kit,2025-07,12403,1529,436629,18,5,91,0.0751
