repo_id,repo_name,dependency_name,dependency_type,is_ml_library
R00178,QBXC39,accelerate,optional,True
R00178,QBXC39,flax,core,True
R00178,QBXC39,transformers,dev,True
R00178,QBXC39,tiktoken,core,False
R00179,rapid-search-studio,clap,dev,False
R00179,rapid-search-studio,rayon,optional,False
R00180,poly-chat,scipy,dev,False
R00180,poly-chat,redis,optional,False
R00180,poly-chat,scikit-learn,core,True
R00180,poly-chat,ray,optional,False
R00180,poly-chat,datasets,core,True
R00180,poly-chat,wandb,optional,False
R00180,poly-chat,accelerate,optional,True
R00181,uni-diff,redis,dev,False
R00181,uni-diff,jax,dev,True
R00181,uni-diff,flask,dev,False
R00181,uni-diff,scipy,optional,False
R00182,multi-tune,redis,dev,False
R00182,multi-tune,llama-index,core,False
R00182,multi-tune,pydantic,optional,False
R00183,micro-bench,wandb,dev,False
R00183,micro-bench,sqlalchemy,dev,False
R00183,micro-bench,pandas,dev,False
R00183,micro-bench,flax,core,True
R00183,micro-bench,celery,core,False
R00183,micro-bench,peft,core,True
R00184,lite-model,tiktoken,core,False
R00184,lite-model,tensorflow,core,True
R00184,lite-model,ray,optional,False
R00184,lite-model,httpx,dev,False
R00184,lite-model,qdrant-client,dev,False
R00184,lite-model,vllm,optional,True
R00184,lite-model,click,optional,False
R00185,deep-prompt,dep-47,core,False
R00185,deep-prompt,dep-22,optional,False
R00185,deep-prompt,dep-49,dev,False
R00186,turbo-vector,dep-19,dev,False
R00186,turbo-vector,dep-49,optional,False
R00186,turbo-vector,dep-3,optional,False
R00187,docwave43,flax,optional,True
R00187,docwave43,tiktoken,core,False
R00187,docwave43,faiss,optional,False
R00187,docwave43,accelerate,optional,True
R00187,docwave43,peft,optional,True
R00187,docwave43,bitsandbytes,core,True
R00188,neo-eval-flow,scikit-learn,optional,True
R00188,neo-eval-flow,scipy,dev,False
R00188,neo-eval-flow,faiss,dev,False
R00188,neo-eval-flow,tiktoken,core,False
R00188,neo-eval-flow,flask,core,False
R00188,neo-eval-flow,numpy,core,False
R00188,neo-eval-flow,click,dev,False
R00188,neo-eval-flow,pandas,dev,False
R00189,mergekit,dep-45,dev,False
R00190,easy-safe,dep-43,optional,False
R00190,easy-safe,dep-32,core,False
R00190,easy-safe,dep-35,dev,False
R00191,hyper-grad,pandas,optional,False
R00191,hyper-grad,typer,dev,False
R00192,gptlib,dep-31,dev,False
R00192,gptlib,dep-6,dev,False
R00192,gptlib,dep-34,core,False
R00192,gptlib,dep-27,dev,False
R00193,PONOC,rich,core,False
R00193,PONOC,typer,optional,False
R00193,PONOC,datasets,dev,True
R00194,BCYJ,dep-31,core,False
R00194,BCYJ,dep-6,optional,False
R00194,BCYJ,dep-8,dev,False
R00194,BCYJ,dep-2,dev,False
R00195,IQST,numpy,optional,False
R00195,IQST,celery,dev,False
R00195,IQST,redis,core,False
R00195,IQST,streamlit,core,False
R00195,IQST,wandb,dev,False
R00195,IQST,tiktoken,core,False
R00195,IQST,torch,core,True
R00195,IQST,rich,dev,False
R00196,code-cpp,polars,optional,False
R00196,code-cpp,optax,core,True
R00196,code-cpp,peft,dev,True
R00196,code-cpp,langchain,core,False
R00196,code-cpp,sentencepiece,optional,False
R00196,code-cpp,sqlalchemy,core,False
R00196,code-cpp,torch,dev,True
R00196,code-cpp,aiohttp,dev,False
R00197,flex-distill,tch-rs,dev,True
R00197,flex-distill,rayon,dev,False
R00197,flex-distill,candle,core,True
R00198,textbase,peft,core,True
R00198,textbase,fastapi,core,False
R00198,textbase,scikit-learn,optional,True
R00198,textbase,httpx,dev,False
R00199,easy-prompt,dep-16,core,False
R00199,easy-prompt,dep-9,dev,False
R00199,easy-prompt,dep-16,dev,False
R00200,chat-hub,polars,dev,False
R00200,chat-hub,dask,optional,False
R00200,chat-hub,scikit-learn,core,True
R00200,chat-hub,accelerate,dev,True
R00200,chat-hub,fastapi,core,False
R00200,chat-hub,streamlit,core,False
R00200,chat-hub,tiktoken,core,False
R00201,lite-pipe-spark,burn,optional,True
R00201,lite-pipe-spark,clap,core,False
R00201,lite-pipe-spark,tch-rs,dev,True
R00201,lite-pipe-spark,serde,dev,False
R00202,deep-merge,tch-rs,core,True
R00202,deep-merge,tokio,dev,False
R00202,deep-merge,ndarray,core,False
R00202,deep-merge,serde,optional,False
R00202,deep-merge,burn,optional,True
R00203,RWHF,burn,dev,True
R00203,RWHF,serde,dev,False
R00203,RWHF,anyhow,core,False
R00204,guard-box,tensorflow,core,True
R00204,guard-box,fastapi,dev,False
R00204,guard-box,llama-index,core,False
R00204,guard-box,pandas,core,False
R00204,guard-box,flask,optional,False
R00204,guard-box,chromadb,dev,False
R00204,guard-box,polars,optional,False
R00205,DJAH,dep-4,dev,False
R00205,DJAH,dep-3,core,False
R00206,optflow80,tensorflow,core,True
R00206,optflow80,typer,optional,False
R00206,optflow80,sqlalchemy,dev,False
R00207,QTC,dep-42,dev,False
R00207,QTC,dep-16,core,False
R00207,QTC,dep-48,optional,False
R00207,QTC,dep-49,dev,False
R00208,meta-merge,dep-21,dev,False
R00208,meta-merge,dep-50,core,False
R00209,quant-lib,tailwindcss,optional,False
R00209,quant-lib,next,dev,False
R00210,mergecpp,faiss,optional,False
R00210,mergecpp,langchain,dev,False
R00210,mergecpp,typer,dev,False
R00210,mergecpp,click,dev,False
R00210,mergecpp,gradio,core,False
R00210,mergecpp,flax,dev,True
R00210,mergecpp,transformers,dev,True
R00211,grad-py,gradio,optional,False
R00211,grad-py,jax,core,True
R00211,grad-py,peft,dev,True
R00211,grad-py,flask,optional,False
R00211,grad-py,dask,optional,False
R00211,grad-py,torch,optional,True
R00212,MVY,scipy,core,False
R00212,MVY,pydantic,dev,False
R00212,MVY,httpx,optional,False
R00212,MVY,flask,dev,False
R00213,pipewave,celery,optional,False
R00213,pipewave,ray,core,False
R00213,pipewave,accelerate,optional,True
R00213,pipewave,torch,optional,True
R00213,pipewave,aiohttp,core,False
R00213,pipewave,mlflow,dev,False
R00214,neo-tune-craft,datasets,core,True
R00214,neo-tune-craft,wandb,dev,False
R00215,codepulse,dep-38,optional,False
R00216,lite-vision,einops,core,False
R00216,lite-vision,aiohttp,dev,False
R00216,lite-vision,dask,optional,False
R00216,lite-vision,sqlalchemy,optional,False
R00216,lite-vision,rich,dev,False
R00216,lite-vision,flask,dev,False
R00216,lite-vision,ray,dev,False
R00217,neo-doc,sqlalchemy,dev,False
R00217,neo-doc,rich,optional,False
R00217,neo-doc,click,core,False
R00217,neo-doc,langchain,core,False
R00217,neo-doc,polars,dev,False
R00218,deep-model-cpp,tch-rs,dev,True
R00218,deep-model-cpp,tokio,optional,False
R00218,deep-model-cpp,anyhow,optional,False
R00218,deep-model-cpp,burn,optional,True
R00218,deep-model-cpp,clap,core,False
R00219,chat-stack,dep-20,optional,False
R00219,chat-stack,dep-35,optional,False
R00219,chat-stack,dep-28,dev,False
R00219,chat-stack,dep-9,dev,False
R00220,ultra-model,dep-14,optional,False
R00220,ultra-model,dep-32,core,False
R00220,ultra-model,dep-30,optional,False
R00221,search-rs,vercel-ai-sdk,optional,False
R00221,search-rs,zod,core,False
R00221,search-rs,tailwindcss,core,False
R00221,search-rs,react,core,False
R00222,cross-diff,sqlalchemy,dev,False
R00222,cross-diff,pandas,core,False
R00223,search-flow,dep-17,core,False
R00223,search-flow,dep-23,optional,False
R00223,search-flow,dep-47,dev,False
R00224,vector-js,transformers,core,True
R00224,vector-js,optax,optional,True
R00225,ZVC,faiss,dev,False
R00225,ZVC,celery,core,False
R00225,ZVC,gradio,dev,False
R00225,ZVC,sqlalchemy,optional,False
R00225,ZVC,tiktoken,core,False
R00225,ZVC,pandas,optional,False
R00225,ZVC,einops,dev,False
R00225,ZVC,chromadb,dev,False
R00226,quick-bench-cpp,fastapi,core,False
R00226,quick-bench-cpp,jax,core,True
R00226,quick-bench-cpp,torch,dev,True
R00227,quant-kit27,dep-42,core,False
R00228,swift-train-js,dep-16,optional,False
R00228,swift-train-js,dep-44,optional,False
R00228,swift-train-js,dep-41,optional,False
R00229,agentstudio,dep-18,optional,False
R00229,agentstudio,dep-10,optional,False
R00229,agentstudio,dep-30,dev,False
R00230,codecraft,dep-44,dev,False
R00230,codecraft,dep-16,core,False
R00231,rapid-guard,reqwest,dev,False
R00231,rapid-guard,tch-rs,dev,True
R00231,rapid-guard,rayon,optional,False
R00231,rapid-guard,ndarray,optional,False
R00231,rapid-guard,candle,optional,True
R00232,bench-flow,faiss,core,False
R00232,bench-flow,ray,core,False
R00232,bench-flow,tiktoken,dev,False
R00232,bench-flow,accelerate,optional,True
R00233,OHAZA,scikit-learn,optional,True
R00233,OHAZA,datasets,optional,True
R00233,OHAZA,rich,optional,False
R00234,SAIFS,gradio,core,False
R00234,SAIFS,einops,core,False
R00234,SAIFS,scikit-learn,core,True
R00234,SAIFS,peft,optional,True
R00234,SAIFS,celery,core,False
R00234,SAIFS,flask,dev,False
R00234,SAIFS,qdrant-client,optional,False
R00234,SAIFS,click,core,False
R00235,rapid-grad,polars,optional,False
R00235,rapid-grad,scikit-learn,core,True
R00235,rapid-grad,tiktoken,optional,False
R00235,rapid-grad,flax,dev,True
R00235,rapid-grad,click,core,False
R00236,auto-train,polars,core,False
R00236,auto-train,mlflow,core,False
R00236,auto-train,dask,optional,False
R00236,auto-train,scikit-learn,dev,True
R00237,data-ml,dep-33,core,False
R00237,data-ml,dep-6,core,False
R00238,DSY,dep-1,core,False
R00238,DSY,dep-9,optional,False
R00238,DSY,dep-46,optional,False
R00239,cross-code-box,streamlit,core,False
R00239,cross-code-box,scipy,optional,False
R00239,cross-code-box,sentencepiece,optional,False
R00239,cross-code-box,rich,core,False
R00239,cross-code-box,mlflow,dev,False
R00239,cross-code-box,ray,dev,False
R00240,tunecraft,sentencepiece,core,False
R00240,tunecraft,click,dev,False
R00240,tunecraft,pydantic,optional,False
R00240,tunecraft,aiohttp,dev,False
R00240,tunecraft,faiss,core,False
R00241,micro-quant,celery,optional,False
R00241,micro-quant,tiktoken,optional,False
R00241,micro-quant,httpx,core,False
R00241,micro-quant,flask,core,False
R00241,micro-quant,einops,dev,False
R00241,micro-quant,peft,core,True
R00241,micro-quant,aiohttp,core,False
R00241,micro-quant,flax,core,True
R00242,YBN,polars,dev,False
R00242,YBN,numpy,core,False
R00242,YBN,datasets,core,True
R00243,simple-grad-ops,httpx,dev,False
R00243,simple-grad-ops,qdrant-client,optional,False
R00243,simple-grad-ops,sqlalchemy,optional,False
R00243,simple-grad-ops,peft,dev,True
R00244,hyper-bert-box,burn,dev,True
R00244,hyper-bert-box,clap,dev,False
R00244,hyper-bert-box,serde,core,False
R00244,hyper-bert-box,candle,core,True
R00245,smart-pipe-base,ray,core,False
R00245,smart-pipe-base,pydantic,optional,False
R00246,GNMI,serde,core,False
R00246,GNMI,anyhow,core,False
R00246,GNMI,clap,optional,False
R00247,doc-flow,langchain,core,False
R00247,doc-flow,dask,core,False
R00247,doc-flow,torch,core,True
R00247,doc-flow,sentencepiece,optional,False
R00247,doc-flow,aiohttp,dev,False
R00247,doc-flow,celery,core,False
R00247,doc-flow,tiktoken,dev,False
R00247,doc-flow,einops,core,False
R00248,gpt-base,dep-34,core,False
R00248,gpt-base,dep-22,optional,False
R00248,gpt-base,dep-4,optional,False
R00249,flex-grad-ops,dask,core,False
R00249,flex-grad-ops,chromadb,dev,False
R00249,flex-grad-ops,qdrant-client,optional,False
R00249,flex-grad-ops,pandas,optional,False
R00249,flex-grad-ops,peft,core,True
R00250,agent-box,dep-39,core,False
R00251,micro-text,gradio,dev,False
R00251,micro-text,pydantic,core,False
R00251,micro-text,pandas,core,False
R00251,micro-text,vllm,core,True
R00251,micro-text,qdrant-client,optional,False
R00252,doc-forge,click,core,False
R00252,doc-forge,ray,core,False
R00252,doc-forge,pydantic,core,False
R00252,doc-forge,redis,core,False
R00252,doc-forge,wandb,core,False
R00252,doc-forge,flax,dev,True
R00253,diffrs,ndarray,optional,False
R00253,diffrs,serde,core,False
R00253,diffrs,clap,core,False
R00253,diffrs,candle,core,True
R00253,diffrs,burn,core,True
R00254,graph-py,vllm,optional,True
R00254,graph-py,peft,core,True
R00255,benchwave,dep-1,dev,False
R00255,benchwave,dep-39,dev,False
R00255,benchwave,dep-19,core,False
R00255,benchwave,dep-5,core,False
R00256,text-forge,click,dev,False
R00256,text-forge,fastapi,optional,False
R00256,text-forge,celery,dev,False
R00256,text-forge,pandas,optional,False
R00256,text-forge,torch,optional,True
R00256,text-forge,einops,dev,False
R00256,text-forge,accelerate,dev,True
R00256,text-forge,optax,dev,True
R00257,infer-ml,bitsandbytes,dev,True
R00257,infer-ml,mlflow,core,False
R00257,infer-ml,numpy,dev,False
R00257,infer-ml,llama-index,optional,False
R00257,infer-ml,faiss,dev,False
R00257,infer-ml,scikit-learn,core,True
R00257,infer-ml,typer,core,False
R00258,FNCHY,flax,dev,True
R00258,FNCHY,faiss,core,False
R00258,FNCHY,rich,optional,False
R00258,FNCHY,jax,dev,True
R00258,FNCHY,flask,dev,False
R00259,GBZ,bitsandbytes,dev,True
R00259,GBZ,fastapi,optional,False
R00260,multi-data-studio,scipy,optional,False
R00260,multi-data-studio,typer,optional,False
R00260,multi-data-studio,celery,dev,False
R00261,next-merge,wandb,dev,False
R00261,next-merge,scipy,optional,False
R00261,next-merge,sqlalchemy,core,False
R00261,next-merge,jax,dev,True
R00261,next-merge,gradio,optional,False
R00261,next-merge,scikit-learn,core,True
R00261,next-merge,datasets,optional,True
R00261,next-merge,polars,dev,False
R00262,lite-grad-core,dep-28,optional,False
R00263,LWVWV,polars,optional,False
R00263,LWVWV,einops,optional,False
R00263,LWVWV,sqlalchemy,dev,False
R00263,LWVWV,scipy,optional,False
R00263,LWVWV,faiss,dev,False
R00263,LWVWV,vllm,dev,True
R00263,LWVWV,flax,dev,True
R00263,LWVWV,accelerate,optional,True
R00264,bertcore,dep-49,core,False
R00265,quick-bert,jax,dev,True
R00265,quick-bert,optax,optional,True
R00266,servewave,dep-28,core,False
R00266,servewave,dep-19,optional,False
R00267,modelwave,dep-40,dev,False
R00267,modelwave,dep-16,optional,False
R00267,modelwave,dep-42,optional,False
R00267,modelwave,dep-38,dev,False
R00268,quick-data,tiktoken,core,False
R00268,quick-data,sentencepiece,core,False
R00268,quick-data,torch,dev,True
R00269,infer-stack54,dep-8,optional,False
R00269,infer-stack54,dep-28,dev,False
R00270,UWZ,dep-44,optional,False
R00270,UWZ,dep-43,core,False
R00270,UWZ,dep-39,dev,False
R00271,deep-gpt-box,dep-29,core,False
R00271,deep-gpt-box,dep-35,dev,False
R00272,DBYU,numpy,optional,False
R00272,DBYU,rich,core,False
R00272,DBYU,scipy,dev,False
R00272,DBYU,sentencepiece,dev,False
R00272,DBYU,qdrant-client,core,False
R00273,super-bench,accelerate,core,True
R00273,super-bench,einops,optional,False
R00273,super-bench,dask,optional,False
R00273,super-bench,jax,core,True
R00273,super-bench,pydantic,dev,False
R00273,super-bench,optax,core,True
R00273,super-bench,flask,dev,False
R00273,super-bench,torch,dev,True
R00274,mergeml,gradio,dev,False
R00274,mergeml,dask,dev,False
R00275,deep-gpt-flow,tensorflow,core,True
R00275,deep-gpt-flow,gradio,core,False
R00275,deep-gpt-flow,redis,optional,False
R00276,dyna-serve,dep-30,optional,False
R00276,dyna-serve,dep-43,dev,False
R00276,dyna-serve,dep-33,optional,False
R00277,omni-rl,dask,core,False
R00277,omni-rl,celery,optional,False
R00278,lite-infer,pydantic,core,False
R00278,lite-infer,mlflow,optional,False
R00278,lite-infer,polars,optional,False
R00278,lite-infer,pandas,optional,False
R00279,OCUQ,prisma,optional,False
R00279,OCUQ,openai,core,False
R00280,rl-craft,dep-42,core,False
R00280,rl-craft,dep-39,core,False
R00280,rl-craft,dep-3,core,False
R00280,rl-craft,dep-45,dev,False
R00281,next-train,redis,dev,False
R00281,next-train,qdrant-client,dev,False
R00282,next-pipe-core,httpx,dev,False
R00282,next-pipe-core,flask,optional,False
R00282,next-pipe-core,llama-index,optional,False
R00282,next-pipe-core,accelerate,optional,True
R00282,next-pipe-core,wandb,dev,False
R00282,next-pipe-core,optax,optional,True
R00282,next-pipe-core,bitsandbytes,dev,True
R00283,PFRGV,clap,dev,False
R00283,PFRGV,tokio,core,False
R00284,smart-eval-cpp,datasets,dev,True
R00284,smart-eval-cpp,click,core,False
R00285,simple-bench,click,optional,False
R00285,simple-bench,redis,optional,False
R00285,simple-bench,faiss,dev,False
R00285,simple-bench,einops,dev,False
R00285,simple-bench,scipy,dev,False
R00285,simple-bench,torch,core,True
R00285,simple-bench,qdrant-client,dev,False
R00285,simple-bench,transformers,optional,True
R00286,visionjs,transformers,optional,True
R00286,visionjs,qdrant-client,dev,False
R00286,visionjs,polars,dev,False
R00286,visionjs,redis,core,False
R00286,visionjs,accelerate,core,True
R00287,open-opt,dep-31,dev,False
R00287,open-opt,dep-46,core,False
R00287,open-opt,dep-32,optional,False
R00288,turbo-llm-stack,dep-17,dev,False
R00288,turbo-llm-stack,dep-24,dev,False
R00288,turbo-llm-stack,dep-33,core,False
R00289,data-core,gradio,dev,False
R00289,data-core,rich,core,False
R00289,data-core,bitsandbytes,dev,True
R00289,data-core,datasets,optional,True
R00289,data-core,typer,dev,False
R00289,data-core,tensorflow,core,True
R00290,ultra-pipe,dep-17,core,False
R00291,super-train,chromadb,optional,False
R00291,super-train,accelerate,dev,True
R00291,super-train,faiss,optional,False
R00291,super-train,sentencepiece,optional,False
R00291,super-train,pydantic,core,False
R00291,super-train,flax,core,True
R00291,super-train,aiohttp,optional,False
R00292,YUYQ,flask,optional,False
R00292,YUYQ,aiohttp,optional,False
R00292,YUYQ,celery,optional,False
R00293,super-text,serde,core,False
R00293,super-text,ndarray,dev,False
R00293,super-text,tokio,optional,False
R00294,auto-audio,fastapi,dev,False
R00294,auto-audio,aiohttp,dev,False
R00294,auto-audio,flask,dev,False
R00294,auto-audio,numpy,dev,False
R00294,auto-audio,rich,core,False
R00294,auto-audio,click,dev,False
R00294,auto-audio,accelerate,optional,True
R00294,auto-audio,sqlalchemy,dev,False
R00295,netstack76,tiktoken,dev,False
R00295,netstack76,polars,core,False
R00296,lite-grad-ai,wandb,core,False
R00296,lite-grad-ai,flax,optional,True
R00296,lite-grad-ai,vllm,core,True
R00296,lite-grad-ai,llama-index,core,False
R00297,quick-llm-lib42,typer,optional,False
R00297,quick-llm-lib42,dask,dev,False
R00297,quick-llm-lib42,einops,dev,False
R00297,quick-llm-lib42,jax,dev,True
R00297,quick-llm-lib42,datasets,dev,True
R00298,optrs,optax,optional,True
R00298,optrs,polars,dev,False
R00298,optrs,jax,core,True
R00298,optrs,sqlalchemy,core,False
R00298,optrs,sentencepiece,optional,False
R00298,optrs,chromadb,optional,False
R00298,optrs,scipy,optional,False
R00299,mini-serve,dep-42,dev,False
R00299,mini-serve,dep-9,dev,False
R00299,mini-serve,dep-38,dev,False
R00300,promptforge,pydantic,core,False
R00300,promptforge,tensorflow,dev,True
R00300,promptforge,datasets,optional,True
R00300,promptforge,dask,optional,False
R00301,servex,peft,dev,True
R00301,servex,datasets,core,True
R00301,servex,qdrant-client,dev,False
R00301,servex,flask,dev,False
R00301,servex,vllm,dev,True
R00301,servex,accelerate,optional,True
R00302,pipe-x,dep-10,dev,False
R00302,pipe-x,dep-11,core,False
R00302,pipe-x,dep-1,optional,False
R00303,graph-hub,dep-45,optional,False
R00303,graph-hub,dep-3,core,False
R00303,graph-hub,dep-27,optional,False
R00304,pro-search,bitsandbytes,dev,True
R00304,pro-search,tiktoken,dev,False
R00304,pro-search,celery,core,False
R00304,pro-search,peft,dev,True
R00304,pro-search,optax,dev,True
R00304,pro-search,click,dev,False
R00304,pro-search,scipy,core,False
R00304,pro-search,torch,optional,True
R00305,tensorwave,redis,core,False
R00305,tensorwave,streamlit,dev,False
R00306,graph-box,torch,optional,True
R00306,graph-box,httpx,optional,False
R00306,graph-box,transformers,core,True
R00307,flowwave,dep-16,core,False
R00307,flowwave,dep-2,core,False
R00308,agent-ops,anyhow,optional,False
R00308,agent-ops,tch-rs,core,True
R00309,next-model,ray,dev,False
R00309,next-model,sqlalchemy,optional,False
R00309,next-model,accelerate,dev,True
R00309,next-model,bitsandbytes,dev,True
R00309,next-model,wandb,dev,False
R00310,mini-opt-craft,dep-45,dev,False
R00310,mini-opt-craft,dep-19,core,False
R00311,EIXG,dep-7,core,False
R00311,EIXG,dep-22,dev,False
R00311,EIXG,dep-5,optional,False
R00311,EIXG,dep-18,dev,False
R00312,neo-eval-core,ray,dev,False
R00312,neo-eval-core,tiktoken,core,False
R00312,neo-eval-core,peft,dev,True
R00312,neo-eval-core,aiohttp,optional,False
R00313,embedwave,dep-42,dev,False
R00313,embedwave,dep-33,optional,False
R00314,labspark,redis,dev,False
R00314,labspark,mlflow,dev,False
R00315,WEQ,ai,optional,False
R00315,WEQ,tailwindcss,optional,False
R00315,WEQ,axios,optional,False
R00315,WEQ,langchain,dev,False
R00315,WEQ,vercel-ai-sdk,optional,False
R00316,multi-merge-spark,bitsandbytes,dev,True
R00316,multi-merge-spark,optax,optional,True
R00316,multi-merge-spark,sqlalchemy,dev,False
R00316,multi-merge-spark,tensorflow,core,True
R00316,multi-merge-spark,tiktoken,optional,False
R00316,multi-merge-spark,qdrant-client,core,False
R00316,multi-merge-spark,gradio,optional,False
R00317,auto-text,llama-index,optional,False
R00317,auto-text,fastapi,dev,False
R00317,auto-text,optax,optional,True
R00317,auto-text,flask,dev,False
R00317,auto-text,sqlalchemy,dev,False
R00317,auto-text,chromadb,optional,False
R00318,searchkit,llama-index,optional,False
R00318,searchkit,httpx,optional,False
R00318,searchkit,jax,dev,True
R00319,quant-ops,optax,core,True
R00319,quant-ops,peft,dev,True
R00319,quant-ops,dask,optional,False
R00320,codekit,axios,core,False
R00320,codekit,tailwindcss,core,False
R00320,codekit,openai,optional,False
R00320,codekit,react,dev,False
R00320,codekit,langchain,core,False
R00321,tensorml,reqwest,optional,False
R00321,tensorml,ndarray,optional,False
R00322,cross-data-craft,flask,core,False
R00322,cross-data-craft,numpy,core,False
R00322,cross-data-craft,httpx,dev,False
R00322,cross-data-craft,bitsandbytes,optional,True
R00322,cross-data-craft,tiktoken,core,False
R00322,cross-data-craft,streamlit,optional,False
R00322,cross-data-craft,scikit-learn,core,True
R00323,FAROZ,click,optional,False
R00323,FAROZ,ray,core,False
R00323,FAROZ,polars,core,False
R00323,FAROZ,streamlit,core,False
R00323,FAROZ,typer,core,False
R00323,FAROZ,qdrant-client,dev,False
R00323,FAROZ,flax,dev,True
R00324,WDV,flax,core,True
R00324,WDV,aiohttp,optional,False
R00324,WDV,qdrant-client,dev,False
R00324,WDV,redis,core,False
R00324,WDV,chromadb,optional,False
R00325,meta-pipe-studio,dep-19,optional,False
R00325,meta-pipe-studio,dep-13,core,False
R00326,datahub,candle,core,True
R00326,datahub,ndarray,dev,False
R00326,datahub,burn,core,True
R00326,datahub,anyhow,core,False
R00326,datahub,tch-rs,core,True
R00327,IAV,datasets,core,True
R00327,IAV,wandb,core,False
R00327,IAV,faiss,core,False
R00327,IAV,peft,dev,True
R00327,IAV,rich,optional,False
R00327,IAV,tensorflow,dev,True
R00327,IAV,click,core,False
R00328,smart-search-x,ray,core,False
R00328,smart-search-x,torch,optional,True
R00328,smart-search-x,datasets,core,True
R00328,smart-search-x,click,optional,False
R00328,smart-search-x,dask,optional,False
R00328,smart-search-x,numpy,optional,False
R00328,smart-search-x,aiohttp,optional,False
R00328,smart-search-x,redis,dev,False
R00329,mini-distill-spark,dep-9,dev,False
R00330,simple-code-cpp,dep-1,core,False
R00330,simple-code-cpp,dep-20,core,False
R00330,simple-code-cpp,dep-13,optional,False
R00331,pipex,tiktoken,core,False
R00331,pipex,sentencepiece,optional,False
R00332,fast-train-ops,dep-16,dev,False
R00332,fast-train-ops,dep-44,optional,False
R00333,super-infer,redis,dev,False
R00333,super-infer,flask,dev,False
R00333,super-infer,datasets,dev,True
R00333,super-infer,sentencepiece,dev,False
R00333,super-infer,celery,dev,False
R00333,super-infer,chromadb,core,False
R00333,super-infer,optax,dev,True
R00334,datastack,clap,core,False
R00334,datastack,ndarray,dev,False
R00334,datastack,reqwest,dev,False
R00335,auto-chat-studio,vllm,core,True
R00335,auto-chat-studio,scikit-learn,core,True
R00335,auto-chat-studio,rich,dev,False
R00335,auto-chat-studio,tiktoken,dev,False
R00336,uni-grad-stack,scikit-learn,optional,True
R00336,uni-grad-stack,mlflow,optional,False
R00336,uni-grad-stack,redis,core,False
R00336,uni-grad-stack,llama-index,optional,False
R00336,uni-grad-stack,aiohttp,dev,False
R00337,pipe-flow,dep-30,core,False
R00337,pipe-flow,dep-46,core,False
R00338,rlstack,ndarray,optional,False
R00338,rlstack,tokio,core,False
R00339,code-ml,dep-17,optional,False
R00339,code-ml,dep-15,core,False
R00340,hyper-agent-ai,torch,optional,True
R00340,hyper-agent-ai,optax,core,True
R00340,hyper-agent-ai,streamlit,dev,False
R00340,hyper-agent-ai,sentencepiece,dev,False
R00340,hyper-agent-ai,bitsandbytes,dev,True
R00340,hyper-agent-ai,mlflow,core,False
R00341,safe-lib23,dep-46,core,False
R00341,safe-lib23,dep-37,core,False
R00342,poly-gpt,chromadb,core,False
R00342,poly-gpt,scipy,dev,False
R00342,poly-gpt,celery,dev,False
R00342,poly-gpt,einops,optional,False
R00342,poly-gpt,fastapi,core,False
R00342,poly-gpt,langchain,optional,False
R00343,meta-rl-hub,dask,optional,False
R00343,meta-rl-hub,wandb,core,False
R00343,meta-rl-hub,tiktoken,dev,False
R00343,meta-rl-hub,transformers,optional,True
R00343,meta-rl-hub,rich,core,False
R00343,meta-rl-hub,pydantic,core,False
R00343,meta-rl-hub,llama-index,core,False
R00344,deep-lab-forge,jax,core,True
R00344,deep-lab-forge,wandb,dev,False
R00344,deep-lab-forge,chromadb,dev,False
R00344,deep-lab-forge,transformers,core,True
R00344,deep-lab-forge,scipy,dev,False
R00344,deep-lab-forge,numpy,dev,False
R00344,deep-lab-forge,click,dev,False
R00344,deep-lab-forge,sqlalchemy,dev,False
R00345,prompt-core,dep-11,optional,False
R00345,prompt-core,dep-48,dev,False
R00346,MCS,dep-17,core,False
R00347,net-ml,numpy,dev,False
R00347,net-ml,qdrant-client,optional,False
R00347,net-ml,torch,core,True
R00348,embedcore,dep-29,optional,False
R00348,embedcore,dep-26,optional,False
R00349,labml,ndarray,optional,False
R00349,labml,candle,core,True
R00349,labml,clap,optional,False
R00350,YJG,dep-35,core,False
R00350,YJG,dep-21,core,False
R00350,YJG,dep-43,optional,False
R00350,YJG,dep-31,core,False
R00351,bert-craft,bitsandbytes,core,True
R00351,bert-craft,dask,core,False
R00351,bert-craft,aiohttp,core,False
R00352,pro-bench-ml,scipy,optional,False
R00352,pro-bench-ml,torch,optional,True
R00352,pro-bench-ml,optax,dev,True
R00352,pro-bench-ml,aiohttp,optional,False
R00352,pro-bench-ml,flask,dev,False
R00352,pro-bench-ml,mlflow,dev,False
R00353,poly-guard-pulse,rich,dev,False
R00353,poly-guard-pulse,jax,core,True
R00353,poly-guard-pulse,dask,dev,False
R00353,poly-guard-pulse,vllm,core,True
R00354,nano-prompt,typer,dev,False
R00354,nano-prompt,tiktoken,optional,False
R00354,nano-prompt,pandas,core,False
R00354,nano-prompt,redis,core,False
R00354,nano-prompt,rich,core,False
R00354,nano-prompt,click,optional,False
R00355,modelcpp,polars,dev,False
R00355,modelcpp,ray,core,False
R00355,modelcpp,flax,dev,True
R00355,modelcpp,peft,dev,True
R00356,VIF,dep-48,dev,False
R00356,VIF,dep-13,dev,False
R00356,VIF,dep-22,dev,False
R00356,VIF,dep-8,core,False
R00357,open-infer-core,next,optional,False
R00357,open-infer-core,langchain,dev,False
